"Id","Position","First Name","Nickname","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","Tier","",""
"42325-9488","SF","LeBron","LeBron James","James","52.63939319957387","33","11400","NO@LAL","LAL","NO","","","","",""
"42325-9644","SG","James","James Harden","Harden","59.709091648910984","33","11100","PHI@HOU","HOU","PHI","","","","",""
"42325-15755","PF","Anthony","Anthony Davis","Davis","52.603126525878906","32","10400","NO@LAL","LAL","NO","GTD","Shoulder","","",""
"42325-12363","C","Hassan","Hassan Whiteside","Whiteside","41.321876525878906","32","9300","POR@WAS","POR","WAS","","","","",""
"42325-20848","PG","Damian","Damian Lillard","Lillard","44.46666740648674","33","9300","POR@WAS","POR","WAS","","","","",""
"42325-49111","C","Joel","Joel Embiid","Embiid","46.92068797144397","29","9200","PHI@HOU","PHI","HOU","","","","",""
"42325-9642","PG","Russell","Russell Westbrook","Westbrook","45.776668294270834","30","9100","PHI@HOU","HOU","PHI","","","","",""
"42325-84671","PG","Trae","Trae Young","Young","45.229031470514116","31","8800","ATL@BOS","ATL","BOS","","","","",""
"42325-66048","SF","Brandon","Brandon Ingram","Ingram","41.8","30","8600","NO@LAL","NO","LAL","","","","",""
"42325-15595","SG","Bradley","Bradley Beal","Beal","44.332259639616936","31","8600","POR@WAS","WAS","POR","GTD","Leg","","",""
"42325-80817","PF","Bam","Bam Adebayo","Adebayo","40","34","8600","MIA@ORL","MIA","ORL","","","","",""
"42325-66115","PG","Ben","Ben Simmons","Simmons","40.60000071806066","34","8500","PHI@HOU","PHI","HOU","","","","",""
"42325-14528","SG","Jimmy","Jimmy Butler","Butler","43.5933349609375","30","8500","MIA@ORL","MIA","ORL","","","","",""
"42325-14514","C","Nikola","Nikola Vucevic","Vucevic","40.72608748726223","23","8400","MIA@ORL","ORL","MIA","","","","",""
"42325-9663","SG","Jrue","Jrue Holiday","Holiday","39.91875076293945","32","8400","NO@LAL","NO","LAL","","","","",""
"42325-80808","PF","Jayson","Jayson Tatum","Tatum","38.23225648941532","31","8100","ATL@BOS","BOS","ATL","","","","",""
"42325-58460","SG","Devin","Devin Booker","Booker","38.52257907006048","31","8000","NY@PHO","PHO","NY","","","","",""
"42325-14507","PG","Kemba","Kemba Walker","Walker","37.33000081380208","30","7900","ATL@BOS","BOS","ATL","O","Illness","","",""
"42325-66236","PF","John","John Collins","Collins","40.03333197699653","9","7800","ATL@BOS","ATL","BOS","","","","",""
"42325-42669","PF","Julius","Julius Randle","Randle","34.13235294117647","34","7600","NY@PHO","NY","PHO","","","","",""
"42325-55059","C","Clint","Clint Capela","Capela","39.52142769949777","28","7600","PHI@HOU","HOU","PHI","","","","",""
"42325-14496","PG","Ricky","Ricky Rubio","Rubio","35.40714372907366","28","7500","NY@PHO","PHO","NY","GTD","Hip","","",""
"42325-84673","C","Deandre","Deandre Ayton","Ayton","35.57500076293945","4","7500","NY@PHO","PHO","NY","","","","",""
"42325-67026","SF","Jaylen","Jaylen Brown","Brown","34.762962058738424","27","7500","ATL@BOS","BOS","ATL","GTD","Illness","","",""
"42325-19067","SG","CJ","CJ McCollum","McCollum","35.51428571428571","35","7200","POR@WAS","POR","WAS","","","","",""
"42325-58153","SF","Kelly","Kelly Oubre","Oubre","32.8235294117647","34","7100","NY@PHO","PHO","NY","","","","",""
"42325-12366","SF","Gordon","Gordon Hayward","Hayward","32.70666707356771","15","6900","ATL@BOS","BOS","ATL","","","","",""
"42325-84709","C","Mitchell","Mitchell Robinson","Robinson","27.25","30","6600","NY@PHO","NY","PHO","","","","",""
"42325-14518","SF","Tobias","Tobias Harris","Harris","34.55833265516493","36","6400","PHI@HOU","PHI","HOU","","","","",""
"42325-12351","PF","Derrick","Derrick Favors","Favors","26.47222222222222","18","6200","NO@LAL","NO","LAL","","","","",""
"42325-41594","PF","Aaron","Aaron Gordon","Gordon","28.375862910829742","29","6000","MIA@ORL","ORL","MIA","GTD","Achilles","","",""
"42325-9508","SF","Carmelo","Carmelo Anthony","Anthony","28.86499938964844","20","6000","POR@WAS","POR","WAS","","","","",""
"42325-16233","SG","Josh","Josh Richardson","Richardson","27.425000871930802","28","6000","PHI@HOU","PHI","HOU","","","","",""
"42325-23096","SG","Evan","Evan Fournier","Fournier","28.923530129825366","34","5900","MIA@ORL","ORL","MIA","","","","",""
"42325-80811","SF","Jonathan","Jonathan Isaac","Isaac","32.91875076293945","32","5900","MIA@ORL","ORL","MIA","O","Knee","","",""
"42325-19138","PG","Elfrid","Elfrid Payton","Payton","24.841175752527572","17","5800","NY@PHO","NY","PHO","GTD","Personal","","",""
"42325-16230","SG","Jordan","Jordan McRae","McRae","21.370587517233457","17","5700","POR@WAS","WAS","POR","","","","",""
"42325-14543","PF","Davis","Davis Bertans","Bertans","26.949999128069198","28","5600","POR@WAS","WAS","POR","O","Quadriceps","","",""
"42325-9453","PF","Al","Al Horford","Horford","30.768749237060547","32","5600","PHI@HOU","PHI","HOU","","","","",""
"42325-14512","SF","Marcus","Marcus Morris","Morris","29.241935483870968","31","5500","NY@PHO","NY","PHO","","","","",""
"42325-80805","PG","Markelle","Markelle Fultz","Fultz","23.609090169270832","33","5300","MIA@ORL","ORL","MIA","","","","",""
"42325-80806","PG","Lonzo","Lonzo Ball","Ball","26.657691368689903","26","5300","NO@LAL","NO","LAL","","","","",""
"42325-14516","C","Enes","Enes Kanter","Kanter","23.02916717529297","24","5200","ATL@BOS","BOS","ATL","","","","",""
"42325-9953","C","Ian","Ian Mahinmi","Mahinmi","21.74615478515625","13","5200","POR@WAS","WAS","POR","","","","",""
"42325-9466","PG","D.J.","D.J. Augustin","Augustin","21.752940458409928","34","5200","MIA@ORL","ORL","MIA","","","","",""
"42325-9673","PG","Goran","Goran Dragic","Dragic","27.054166158040363","24","5200","MIA@ORL","MIA","ORL","","","","",""
"42325-23670","SG","Marcus","Marcus Smart","Smart","26.318181818181817","22","5100","ATL@BOS","BOS","ATL","","","","",""
"42325-84668","SF","Troy","Troy Brown","Brown","22.54666748046875","30","5000","POR@WAS","WAS","POR","","","","",""
"42325-67312","C","Thomas","Thomas Bryant","Bryant","31.14444308810764","18","5000","POR@WAS","WAS","POR","O","Foot","","",""
"42325-110349","PF","Rui","Rui Hachimura","Hachimura","25","25","5000","POR@WAS","WAS","POR","O","Groin","","",""
"42325-84704","SG","Kevin","Kevin Huerter","Huerter","21.408695386803668","23","4900","ATL@BOS","ATL","BOS","","","","",""
"42325-58377","PF","Kyle","Kyle Kuzma","Kuzma","18.49199951171875","25","4800","NO@LAL","LAL","NO","","","","",""
"42325-110357","SG","RJ","RJ Barrett","Barrett","25.972726532907195","33","4800","NY@PHO","NY","PHO","","","","",""
"42325-80825","PF","Isaiah","Isaiah Hartenstein","Hartenstein","15.5","12","4700","PHI@HOU","HOU","PHI","","","","",""
"42325-14559","PG","Isaiah","Isaiah Thomas","Thomas","22.333333333333332","24","4600","POR@WAS","WAS","POR","","","","",""
"42325-58084","SF","Justise","Justise Winslow","Winslow","28.070001220703126","10","4600","MIA@ORL","MIA","ORL","O","Back","","",""
"42325-16081","PF","Khem","Khem Birch","Birch","15.469999694824219","20","4500","MIA@ORL","ORL","MIA","","","","",""
"42325-12511","PG","Ish","Ish Smith","Smith","22.318181818181817","33","4500","POR@WAS","WAS","POR","","","","",""
"42325-16405","SG","Terrence","Terrence Ross","Ross","20.265625","32","4400","MIA@ORL","ORL","MIA","","","","",""
"42325-81529","PF","Daniel","Daniel Theis","Theis","21.642857142857142","28","4400","ATL@BOS","BOS","ATL","","","","",""
"42325-84714","C","Moritz","Moritz Wagner","Wagner","22.828571137927828","21","4400","POR@WAS","WAS","POR","O","Ankle","","",""
"42325-23294","SF","Danuel","Danuel House","House","21.896427699497767","28","4400","PHI@HOU","HOU","PHI","","","","",""
"42325-110338","SF","De'Andre","De'Andre Hunter","Hunter","21.17575720584754","33","4400","ATL@BOS","ATL","BOS","","","","",""
"42325-66968","SF","Derrick","Derrick Jones","Jones","18.69499969482422","20","4400","MIA@ORL","MIA","ORL","","","","",""
"42325-101329","PG","Kendrick","Kendrick Nunn","Nunn","26.276471306295957","34","4400","MIA@ORL","MIA","ORL","","","","",""
"42325-96763","PG","Brandon","Brandon Goodwin","Goodwin","11.780000305175781","5","4400","ATL@BOS","ATL","BOS","","","","",""
"42325-9660","C","Dwight","Dwight Howard","Howard","20.314706241383274","34","4300","NO@LAL","LAL","NO","","","","",""
"42325-15814","C","Alex","Alex Len","Len","19.440624237060547","32","4300","ATL@BOS","ATL","BOS","","","","",""
"42325-37931","C","Aron","Aron Baynes","Baynes","24.12800048828125","25","4200","NY@PHO","PHO","NY","","","","",""
"42325-40562","SG","Josh","Josh Hart","Hart","22.651850947627313","27","4200","NO@LAL","NO","LAL","","","","",""
"42325-42156","C","Bobby","Bobby Portis","Portis","20.267646340762866","34","4200","NY@PHO","NY","PHO","","","","",""
"42325-48940","SF","Wes","Wes Iwundu","Iwundu","9.325","20","4200","MIA@ORL","ORL","MIA","","","","",""
"42325-23407","PF","P.J.","P.J. Tucker","Tucker","23.626470229204962","34","4200","PHI@HOU","HOU","PHI","","","","",""
"42325-17384","C","Kyle","Kyle O'Quinn","O'Quinn","11.69473668148643","19","4200","PHI@HOU","PHI","HOU","","","","",""
"42325-9739","C","JaVale","JaVale McGee","McGee","20.276471306295957","34","4000","NO@LAL","LAL","NO","","","","",""
"42325-66109","PF","Skal","Skal Labissiere","Labissiere","16.35757538766572","33","4000","POR@WAS","POR","WAS","O","Knee","","",""
"42325-85137","SG","Duncan","Duncan Robinson","Robinson","19.173530129825366","34","4000","MIA@ORL","MIA","ORL","","","","",""
"42325-84670","SF","Mikal","Mikal Bridges","Bridges","17.850000718060663","34","4000","NY@PHO","PHO","NY","","","","",""
"42325-84675","C","Mo","Mo Bamba","Bamba","16.88666687011719","30","4000","MIA@ORL","ORL","MIA","","","","",""
"42325-14554","SF","E'Twaun","E'Twaun Moore","Moore","17.381817904385652","22","4000","NO@LAL","NO","LAL","","","","",""
"42325-110312","SG","Tyler","Tyler Herro","Herro","22.348484848484848","33","4000","MIA@ORL","MIA","ORL","","","","",""
"42325-110316","SF","Cameron","Cameron Johnson","Johnson","15.703225412676412","31","4000","NY@PHO","PHO","NY","","","","",""
"42325-19781","SF","Kent","Kent Bazemore","Bazemore","18.35428641183036","35","4000","POR@WAS","POR","WAS","","","","",""
"42325-9655","SG","JJ","JJ Redick","Redick","22.037500381469727","32","4000","NO@LAL","NO","LAL","","","","",""
"42325-12334","SG","Avery","Avery Bradley","Bradley","14.955000305175782","20","3900","NO@LAL","LAL","NO","","","","",""
"42325-117913","C","Anzejs","Anzejs Pasecniks","Pasecniks","17.637500762939453","8","3900","POR@WAS","WAS","POR","","","","",""
"42325-84717","PG","Anfernee","Anfernee Simons","Simons","15.288570731026786","35","3900","POR@WAS","POR","WAS","","","","",""
"42325-9455","PG","Rajon","Rajon Rondo","Rondo","20.863636363636363","22","3900","NO@LAL","LAL","NO","","","","",""
"42325-16220","SF","Dion","Dion Waiters","Waiters","20.402273004705254","44","3900","MIA@ORL","MIA","ORL","","","","",""
"42325-80813","PG","Frank","Frank Ntilikina","Ntilikina","16.584375381469727","32","3900","NY@PHO","NY","PHO","","","","",""
"42325-9758","SG","Danny","Danny Green","Green","18.370587517233457","34","3800","NO@LAL","LAL","NO","","","","",""
"42325-12342","PF","Al-Farouq","Al-Farouq Aminu","Aminu","15.272221883138021","18","3800","MIA@ORL","ORL","MIA","O","Knee","","",""
"42325-42550","PF","Jabari","Jabari Parker","Parker","28.816128638482862","31","3800","ATL@BOS","ATL","BOS","GTD","Shoulder","","",""
"42325-58519","SG","Gary","Gary Payton II","Payton II","29.220001220703125","5","3800","POR@WAS","WAS","POR","","","","",""
"42325-110339","SF","Cam","Cam Reddish","Reddish","17.654838315902218","31","3800","ATL@BOS","ATL","BOS","","","","",""
"42325-55056","PF","Dario","Dario Saric","Saric","23.71470552332261","34","3800","NY@PHO","PHO","NY","","","","",""
"42325-15636","SG","Kentavious","Kentavious Caldwell-Pope","Caldwell-Pope","16.794117647058822","34","3800","NO@LAL","LAL","NO","","","","",""
"42325-9556","SF","Eric","Eric Gordon","Gordon","16.300000277432527","11","3800","PHI@HOU","HOU","PHI","","","","",""
"42325-16448","PF","Frank","Frank Kaminsky","Kaminsky","21.378124237060547","32","3700","NY@PHO","PHO","NY","GTD","Knee","","",""
"42325-15947","SG","Reggie","Reggie Bullock","Bullock","13.399999618530273","1","3700","NY@PHO","NY","PHO","","","","",""
"42325-84691","PG","Shake","Shake Milton","Milton","6.181818181818182","11","3700","PHI@HOU","PHI","HOU","","","","",""
"42325-84708","C","Robert","Robert Williams","Williams","16.205262836657074","19","3700","ATL@BOS","BOS","ATL","O","Hip","","",""
"42325-110340","C","Jaxson","Jaxson Hayes","Hayes","19.400000787550404","31","3700","NO@LAL","NO","LAL","","","","",""
"42325-16201","PG","Michael","Michael Carter-Williams","Carter-Williams","15.526315789473685","19","3700","MIA@ORL","ORL","MIA","O","Shoulder","","",""
"42325-17491","SF","James","James Ennis","Ennis","14.047222561306423","36","3600","PHI@HOU","PHI","HOU","GTD","Illness","","",""
"42325-70826","SG","Furkan","Furkan Korkmaz","Korkmaz","13.731428745814732","35","3600","PHI@HOU","PHI","HOU","","","","",""
"42325-84674","SF","Kevin","Kevin Knox","Knox","15.581818551728219","33","3600","NY@PHO","NY","PHO","","","","",""
"42325-110320","SF","Matisse","Matisse Thybulle","Thybulle","13.529999796549479","30","3600","PHI@HOU","PHI","HOU","O","Knee","","",""
"42325-85241","PF","Johnathan","Johnathan Williams","Williams","12.725000381469727","4","3600","POR@WAS","WAS","POR","","","","",""
"42325-110331","SG","Ty","Ty Jerome","Jerome","11.94000015258789","10","3600","NY@PHO","PHO","NY","","","","",""
"42325-15669","C","Meyers","Meyers Leonard","Leonard","13.967646879308363","34","3600","MIA@ORL","MIA","ORL","","","","",""
"42325-15727","SG","Ben","Ben McLemore","McLemore","16.41470516429228","34","3600","PHI@HOU","HOU","PHI","","","","",""
"42325-23981","PG","Alex","Alex Caruso","Caruso","13.375","32","3600","NO@LAL","LAL","NO","GTD","Calf","","",""
"42325-96775","PF","Norvel","Norvel Pelle","Pelle","9.487500190734863","8","3500","PHI@HOU","PHI","HOU","","","","",""
"42325-111622","SG","Garrison","Garrison Mathews","Mathews","8.708333333333334","12","3500","POR@WAS","WAS","POR","","","","",""
"42325-22541","C","Kelly","Kelly Olynyk","Olynyk","17.00588271197151","34","3500","MIA@ORL","MIA","ORL","","","","",""
"42325-117274","PF","Chris","Chris Silva","Silva","9.988889341001157","27","3500","MIA@ORL","MIA","ORL","","","","",""
"42325-23581","PF","Amile","Amile Jefferson","Jefferson","3.3599998474121096","10","3500","MIA@ORL","ORL","MIA","","","","",""
"42325-15904","SF","Rodney","Rodney Hood","Hood","19.447618756975448","21","3500","POR@WAS","POR","WAS","O","Achilles","","",""
"42325-23589","SG","Michael","Michael Frazier","Frazier","0","0","3500","PHI@HOU","HOU","PHI","","","","",""
"42325-117286","C","Moses","Moses Brown","Brown","3.8333333333333335","6","3500","POR@WAS","POR","WAS","","","","",""
"42325-66091","PF","Cheick","Cheick Diallo","Diallo","9.545454545454545","22","3500","NY@PHO","PHO","NY","","","","",""
"42325-117290","SG","Charles","Charles Brown","Brown","3.4000000953674316","4","3500","ATL@BOS","ATL","BOS","","","","",""
"42325-117301","PF","Devontae","Devontae Cacok","Cacok","0","0","3500","NO@LAL","LAL","NO","","","","",""
"42325-117305","PF","Zylan","Zylan Cheatham","Cheatham","3.049999952316284","2","3500","NO@LAL","NO","LAL","","","","",""
"42325-111672","SF","William","William Howard","Howard","0","0","3500","PHI@HOU","HOU","PHI","","","","",""
"42325-117819","PG","Jared","Jared Harper","Harper","0","1","3500","NY@PHO","PHO","NY","","","","",""
"42325-112709","SG","Javonte","Javonte Green","Green","5.404000244140625","25","3500","ATL@BOS","BOS","ATL","","","","",""
"42325-12359","SG","Evan","Evan Turner","Turner","10.01111094156901","18","3500","ATL@BOS","ATL","BOS","","","","",""
"42325-112710","C","Tacko","Tacko Fall","Fall","8.133333206176758","3","3500","ATL@BOS","BOS","ATL","","","","",""
"42325-12362","C","DeMarcus","DeMarcus Cousins","Cousins","37.49666748046875","30","3500","NO@LAL","LAL","NO","O","Knee","","",""
"42325-115802","SF","Jaylen","Jaylen Hoard","Hoard","4.279999923706055","5","3500","POR@WAS","POR","WAS","","","","",""
"42325-110697","PF","Nicolo","Nicolo Melli","Melli","10.892308161808895","26","3500","NO@LAL","NO","LAL","","","","",""
"42325-9849","SF","Gerald","Gerald Green","Green","14.77260307416524","73","3500","PHI@HOU","HOU","PHI","O","Foot","","",""
"42325-41082","C","Damian","Damian Jones","Jones","15.435483870967742","31","3500","ATL@BOS","ATL","BOS","","","","",""
"42325-23676","SG","Damyean","Damyean Dotson","Dotson","11.423333740234375","30","3500","NY@PHO","NY","PHO","","","","",""
"42325-15501","SG","Allen","Allen Crabbe","Crabbe","11.785714285714286","21","3500","ATL@BOS","ATL","BOS","","","","",""
"42325-63123","SF","Mario","Mario Hezonja","Hezonja","11.664000244140626","25","3500","POR@WAS","POR","WAS","GTD","Back","","",""
"42325-18600","PG","Tyler","Tyler Johnson","Johnson","12.517391038977582","23","3500","NY@PHO","PHO","NY","","","","",""
"42325-49336","SG","DeAndre'","DeAndre' Bembry","Bembry","17.82424279415246","33","3500","ATL@BOS","ATL","BOS","","","","",""
"42325-9920","PF","Anthony","Anthony Tolliver","Tolliver","9.375999755859375","25","3500","POR@WAS","POR","WAS","","","","",""
"42325-84672","SG","Zhaire","Zhaire Smith","Smith","12.766666412353516","6","3500","PHI@HOU","PHI","HOU","","","","",""
"42325-14537","SF","Chandler","Chandler Parsons","Parsons","7.780000305175781","5","3500","ATL@BOS","ATL","BOS","","","","",""
"42325-58574","PF","Jonah","Jonah Bolden","Bolden","2","2","3500","PHI@HOU","PHI","HOU","","","","",""
"42325-84686","SG","Elie","Elie Okobo","Okobo","10.875999755859375","25","3500","NY@PHO","PHO","NY","","","","",""
"42325-84695","SG","Gary","Gary Trent","Trent","7.159090909090909","22","3500","POR@WAS","POR","WAS","","","","",""
"42325-84696","PG","Jevon","Jevon Carter","Carter","10.612499872843424","24","3500","NY@PHO","PHO","NY","","","","",""
"42325-15582","PG","Quinn","Quinn Cook","Cook","8.204545454545455","22","3500","NO@LAL","LAL","NO","","","","",""
"42325-58083","C","Jahlil","Jahlil Okafor","Okafor","17.064999389648438","20","3500","NO@LAL","NO","LAL","","","","",""
"42325-9956","SG","Wayne","Wayne Ellington","Ellington","8.044444613986546","18","3500","NY@PHO","NY","PHO","","","","",""
"42325-110309","SF","KZ","KZ Okpala","Okpala","0.06666666766007741","3","3500","MIA@ORL","MIA","ORL","","","","",""
"42325-110310","PF","Zion","Zion Williamson","Williamson","0","0","3500","NO@LAL","NO","LAL","O","Knee","","",""
"42325-15592","PG","Austin","Austin Rivers","Rivers","14.940625190734863","32","3500","PHI@HOU","HOU","PHI","","","","",""
"42325-9966","PF","James","James Johnson","Johnson","8.366666793823242","6","3500","MIA@ORL","MIA","ORL","","","","",""
"42325-110319","PG","Tremont","Tremont Waters","Waters","8.633333206176758","3","3500","ATL@BOS","BOS","ATL","","","","",""
"42325-110318","PF","Grant","Grant Williams","Williams","8.975861648033405","29","3500","ATL@BOS","BOS","ATL","","","","",""
"42325-110321","SG","Romeo","Romeo Langford","Langford","5.487500190734863","8","3500","ATL@BOS","BOS","ATL","","","","",""
"42325-84720","SF","Melvin","Melvin Frazier","Frazier","2.4555555979410806","9","3500","MIA@ORL","ORL","MIA","","","","",""
"42325-84722","SF","Isaac","Isaac Bonga","Bonga","10.639285496303014","28","3500","POR@WAS","WAS","POR","","","","",""
"42325-84725","PF","Kostas","Kostas Antetokounmpo","Antetokounmpo","0.6000000238418579","2","3500","NO@LAL","LAL","NO","","","","",""
"42325-110329","PF","Bruno","Bruno Fernando","Fernando","9.866666851621686","33","3500","ATL@BOS","ATL","BOS","","","","",""
"42325-110328","SF","Admiral","Admiral Schofield","Schofield","6.6","20","3500","POR@WAS","WAS","POR","","","","",""
"42325-110330","SG","Marial","Marial Shayok","Shayok","0","0","3500","PHI@HOU","PHI","HOU","","","","",""
"42325-110332","PG","Carsen","Carsen Edwards","Edwards","7.037499745686849","24","3500","ATL@BOS","BOS","ATL","","","","",""
"42325-110335","SF","Ignas","Ignas Brazdeikis","Brazdeikis","3","8","3500","NY@PHO","NY","PHO","","","","",""
"42325-110337","SG","Talen","Talen Horton-Tucker","Horton-Tucker","3","2","3500","NO@LAL","LAL","NO","","","","",""
"42325-9473","C","Tyson","Tyson Chandler","Chandler","6.872727134011009","22","3500","PHI@HOU","HOU","PHI","","","","",""
"42325-110343","SF","Nassir","Nassir Little","Little","9.375","24","3500","POR@WAS","POR","WAS","","","","",""
"42325-82697","PG","Josh","Josh Gray","Gray","1.2000000476837158","2","3500","NO@LAL","NO","LAL","","","","",""
"42325-9481","PF","Taj","Taj Gibson","Gibson","13.183871361517138","31","3500","NY@PHO","NY","PHO","","","","",""
"42325-111371","PG","Justin","Justin Robinson","Robinson","3.2777777777777777","9","3500","POR@WAS","WAS","POR","","","","",""
"42325-40208","PG","Raul","Raul Neto","Neto","8.258620689655173","29","3500","PHI@HOU","PHI","HOU","","","","",""
"42325-110356","SG","Nickeil","Nickeil Alexander-Walker","Alexander-Walker","11.037037037037036","27","3500","NO@LAL","NO","LAL","","","","",""
"42325-110881","C","Vincent","Vincent Poirier","Poirier","5.166666666666667","9","3500","ATL@BOS","BOS","ATL","O","Finger","","",""
"42325-9512","C","","Nene","Nene","10.133333478655134","42","3500","PHI@HOU","HOU","PHI","O","Hip","","",""
"42325-85305","SF","Kenrich","Kenrich Williams","Williams","16.481250762939453","32","3500","NO@LAL","NO","LAL","","","","",""
"42325-85309","PG","Daryl","Daryl Macon","Macon","0.625","4","3500","MIA@ORL","MIA","ORL","","","","",""
"42325-110909","PG","Chris","Chris Clemons","Clemons","8.009090770374645","22","3500","PHI@HOU","HOU","PHI","","","","",""
"42325-20805","SG","Troy","Troy Daniels","Daniels","6.824000244140625","25","3500","NO@LAL","LAL","NO","","","","",""
"42325-84827","SG","Allonzo","Allonzo Trier","Trier","10.618749618530273","16","3500","NY@PHO","NY","PHO","","","","",""
"42325-9589","PF","Udonis","Udonis Haslem","Haslem","4.300000190734863","2","3500","MIA@ORL","MIA","ORL","","","","",""
"42325-15762","SF","Darius","Darius Miller","Miller","15.501448921535326","69","3500","NO@LAL","NO","LAL","O","Achilles","","",""
"42325-16790","PG","Brad","Brad Wanamaker","Wanamaker","15.161290322580646","31","3500","ATL@BOS","BOS","ATL","","","","",""
"42325-80815","PF","Zach","Zach Collins","Collins","16.8000005086263","3","3500","POR@WAS","POR","WAS","O","Shoulder","","",""
"42325-9647","SF","Thabo","Thabo Sefolosha","Sefolosha","6.613043743631114","23","3500","PHI@HOU","HOU","PHI","","","","",""
"42325-80814","PG","Dennis","Dennis Smith","Smith","12.776189894903274","21","3500","NY@PHO","NY","PHO","GTD","Oblique","","",""
"42325-58289","SG","Kadeem","Kadeem Allen","Allen","6.5","2","3500","NY@PHO","NY","PHO","","","","",""
"42325-74163","PG","Josh","Josh Magette","Magette","3.3200000762939452","5","3500","MIA@ORL","ORL","MIA","","","","",""
"42325-9654","SF","Vince","Vince Carter","Carter","10.482142857142858","28","3500","ATL@BOS","ATL","BOS","","","","",""
"42325-80824","PG","Frank","Frank Jackson","Jackson","8.781481707537615","27","3500","NO@LAL","NO","LAL","","","","",""
"42325-9677","SF","Jared","Jared Dudley","Dudley","4.478260869565218","23","3500","NO@LAL","LAL","NO","","","","",""
"42325-101327","SF","BJ","BJ Johnson","Johnson","0","1","3500","MIA@ORL","ORL","MIA","","","","",""
"42325-67025","PF","Ivan","Ivan Rabb","Rabb","13.67755126953125","49","3500","NY@PHO","NY","PHO","","","","",""
"42325-101331","PF","Gary","Gary Clark","Clark","8.944444444444445","18","3500","PHI@HOU","HOU","PHI","","","","",""
"42325-48598","SF","Semi","Semi Ojeleye","Ojeleye","6.896666463216146","30","3500","ATL@BOS","BOS","ATL","","","","",""
"42325-15843","PG","Trey","Trey Burke","Burke","13.329412123736214","17","3500","PHI@HOU","PHI","HOU","","","","",""
"42325-116202","PG","Jalen","Jalen Lecque","Lecque","0","0","3500","NY@PHO","PHO","NY","","","","",""
"42325-16368","PF","Mike","Mike Scott","Scott","11.444444444444445","36","3500","PHI@HOU","PHI","HOU","","","","",""
"42325-9725","SF","C.J.","C.J. Miles","Miles","13.439999389648438","10","3500","POR@WAS","WAS","POR","O","Wrist","","",""